ID,物种名称,是否是致病菌,样本量,患者性别,年龄,免疫状态,肺部基础疾病,证据等级,预后,id,sup_evi,old_start,answer,full
31519388,Methylobacterium,是,1,男,1-17,受损,,3：血及无菌体液（如脓胸液）,治愈,https://pubmed.ncbi.nlm.nih.gov/31519388/,,,,"SPECIES:Methylobacterium
ID:31519388
TITLE:Pneumonia and empyema caused by Methylobacterium in a patient with X-linked chronic granulomatous disease.
ABSTRACT:
物种:Methylobacterium
ID: 31519388
标题:由甲基杆菌引起的肺炎和脓胸患者x连锁慢性肉芽肿疾病。
文摘:"
32081644,Legionella bozemanae,是,＞100,,,,,7：免疫学证据,,https://pubmed.ncbi.nlm.nih.gov/32081644/,,,,"SPECIES:Legionella bozemanae
ID:32081644
TITLE:Distribution of Legionella species and serogroups in patients with culture-confirmed Legionella pneumonia.
ABSTRACT:Legionella species are consistently identified as some of the most common causative agents of severe community-acquired pneumonia (CAP) or nosocomial pneumonia. Although the number of reported Legionella infection cases is gradually increasing in Japan, most cases are diagnosed by a urinary antigen test, which identifies only L. pneumophila serogroup 1. Therefore, assessment of pneumonia-causing Legionella species and serogroups would be important. The Japan Society for Chemotherapy Legionella committee has collected the isolates and clinical information on cases of sporadic community-acquired Legionella pneumonia throughout Japan. Between December 2006 and March 2019, totally 140 sporadic cases were identified, in which L. pneumophila was the most frequently isolated species (90.7%) followed by L. bozemanae (3.6%), L. dumofii (3.6%), L. micdadei (1.4%), and L. longbeachae (0.7%). Among 127 isolates of L. pneumophila, 111 isolates were of serogroup 1, two of serogroup 2, four of serogroup 3, one of serogroup 4, one of serogroup 5, seven of serogroup 6, and one was of serogroup 10. We also assessed in vitro activity of antibiotics against these isolates and showed that quinolones and macrolides have potent anti-Legionella activity. Our study showed that pneumonia-causing Legionella species and serogroup distribution was comparable to that reported in former surveillances. L. pneumophila was the most common etiologic agent in patients with community-acquired Legionella pneumonia, and L. pneumophila serogroup 1 was the predominant serogroup.
军团菌的物种:bozemanae
ID: 32081644
标题:军团菌种类和血清群在经培养证实的军团菌肺炎患者中的分布。
摘要:军团菌一直被认为是严重社区获得性肺炎(CAP)或医院性肺炎最常见的病原体之一。虽然在日本军团菌感染病例的报告数量逐渐增加，但大多数病例是通过尿抗原检测确诊的，该检测仅识别出嗜肺L.肺炎菌血清群1。因此，评估引起肺炎的军团菌种类和血清群将是重要的。日本化疗协会军团菌委员会收集了关于日本各地散发的社区获得性军团菌肺炎病例的分离菌和临床信息。2006年12月- 2019年3月共检出散发性肺炎L. 140例，其中嗜肺L.为最常见分离种(90.7%)，其次为波兹曼L.(3.6%)、杜氏L.(3.6%)、米克代L.(1.4%)和隆比凯L.(0.7%)。127株嗜肺梭菌中1型111株，2型2株，3型4株，4型1株，5型1株，6型7株，10型1株。我们还评估了抗生素对这些分离物的体外活性，结果表明喹诺酮类和大环内酯类药物具有较强的抗军团菌活性。我们的研究表明，引起肺炎的军团菌种类和血清群分布与以前的监测报告相类似。嗜肺L.是社区获得性军团菌肺炎患者最常见的病原体，嗜肺L.血清组1是主要的血清组。"
32146449,Cupriavidus pauculus,是,1,,,,机械通气,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,,https://pubmed.ncbi.nlm.nih.gov/32146449/,,,,"SPECIES:Cupriavidus pauculus
ID:32146449
TITLE:Microbiological profile of ventilator-associated pneumonia among intensive care unit patients in tertiary Egyptian hospitals.
ABSTRACT:INTRODUCTION: Ventilator-associated pneumonia (VAP) is one of the common serious infectious diseases encountered in the intensive care unit (ICU), which highly affects the healthcare cost and patient prognosis. VAP is caused by various antimicrobial-resistant aetiological agents and the clinical manifestations lack sensitivity and specificity, making the prompt treatment is a challenge. This study aimed to investigate the microbial profile of VAP causing microorganisms among ICU patients in Egypt, antimicrobial susceptibility patterns and the genetic diversity among the frequently isolated organisms. METHODOLOGY: Throughout the period from August 2016 to August 2017, endotracheal aspirate (ETA) specimens were collected from ICU patients with clinically suspected VAP in two tertiary hospitals in Cairo. ETA specimens were investigated for the microbial content. The antimicrobial susceptibility was determined by the Kirby-Bauer method. ERIC-PCR was performed for genotyping. 
RESULTS: Fifty microbiologically confirmed VAP cases were identified. The most frequently isolated microorganisms were Klebsiella spp., followed by Pseudomonas aeruginosa, Acinetobacter baumannii. Candida spp. was the most isolated fungi. A single isolate of each Cupriavidus pauculus and Aeromonas salmonicida was isolated. Antimicrobial susceptibility profiles indicated 40% of isolates were multidrug-resistant (MDR). ERIC-PCR revealed no genetic relatedness among K. pneumoniae isolates, the most frequently isolated microorganism. 
CONCLUSIONS: Gram-negative bacteria are the main causative agents of VAP cases, which mostly are MDR. Microorganisms like C. pauculus and A. salmonicida should be taken into consideration as VAP causative agents. There was no common source of infection suggesting likely endogenous sources of K. pneumoniae, the main causative agent of VAP in this study.
物种:Cupriavidus pauculus
ID: 32146449
标题:埃及三级医院重症监护病房患者呼吸机相关肺炎的微生物学特征。
摘要:简介:呼吸机相关性肺炎(Ventilator-associated pneumonia, VAP)是重症监护病房(ICU)常见的严重感染性疾病之一，严重影响医疗成本和患者预后。VAP是由多种耐药病原体引起的，临床表现缺乏敏感性和特异性，及时治疗是一个挑战。本研究旨在调查埃及ICU患者中VAP引起微生物的微生物谱、抗菌素敏感性模式以及经常分离的微生物间的遗传多样性。方法:从2016年8月至2017年8月，收集开罗两家三级医院ICU临床怀疑VAP患者的气管内吸痰标本。对ETA样品的微生物含量进行了研究。采用Kirby-Bauer法进行药敏试验。采用ERIC-PCR进行基因分型。
结果:经微生物学证实的VAP病例50例。最常分离的微生物是克雷伯氏菌，其次是铜绿假单胞菌、鲍曼不动杆菌。念珠菌是分离度最高的真菌。分别分离出嗜铜菌和嗜沙门氏气单胞菌的单个分离物。抗菌药物敏感谱显示，40%的分离株具有多药耐药(MDR)。ERIC-PCR检测结果显示肺炎克雷伯菌(最常分离的微生物)之间没有遗传相关性。
结论:革兰氏阴性菌是VAP的主要病原菌，以MDR居多。像泡梭菌和杀沙门氏菌这样的微生物应考虑作为VAP的病原体。没有常见的感染源，提示可能是内源性肺炎克雷伯菌，这是本研究中VAP的主要病原体。"
32146449,Aeromonas salmonicida,是,1,,,,机械通气,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,,https://pubmed.ncbi.nlm.nih.gov/32146449/,,,,"SPECIES:Cupriavidus pauculus
ID:32146449
TITLE:Microbiological profile of ventilator-associated pneumonia among intensive care unit patients in tertiary Egyptian hospitals.
ABSTRACT:INTRODUCTION: Ventilator-associated pneumonia (VAP) is one of the common serious infectious diseases encountered in the intensive care unit (ICU), which highly affects the healthcare cost and patient prognosis. VAP is caused by various antimicrobial-resistant aetiological agents and the clinical manifestations lack sensitivity and specificity, making the prompt treatment is a challenge. This study aimed to investigate the microbial profile of VAP causing microorganisms among ICU patients in Egypt, antimicrobial susceptibility patterns and the genetic diversity among the frequently isolated organisms. METHODOLOGY: Throughout the period from August 2016 to August 2017, endotracheal aspirate (ETA) specimens were collected from ICU patients with clinically suspected VAP in two tertiary hospitals in Cairo. ETA specimens were investigated for the microbial content. The antimicrobial susceptibility was determined by the Kirby-Bauer method. ERIC-PCR was performed for genotyping. 
RESULTS: Fifty microbiologically confirmed VAP cases were identified. The most frequently isolated microorganisms were Klebsiella spp., followed by Pseudomonas aeruginosa, Acinetobacter baumannii. Candida spp. was the most isolated fungi. A single isolate of each Cupriavidus pauculus and Aeromonas salmonicida was isolated. Antimicrobial susceptibility profiles indicated 40% of isolates were multidrug-resistant (MDR). ERIC-PCR revealed no genetic relatedness among K. pneumoniae isolates, the most frequently isolated microorganism. 
CONCLUSIONS: Gram-negative bacteria are the main causative agents of VAP cases, which mostly are MDR. Microorganisms like C. pauculus and A. salmonicida should be taken into consideration as VAP causative agents. There was no common source of infection suggesting likely endogenous sources of K. pneumoniae, the main causative agent of VAP in this study.
物种:Cupriavidus pauculus
ID: 32146449
标题:埃及三级医院重症监护病房患者呼吸机相关肺炎的微生物学特征。
摘要:简介:呼吸机相关性肺炎(Ventilator-associated pneumonia, VAP)是重症监护病房(ICU)常见的严重感染性疾病之一，严重影响医疗成本和患者预后。VAP是由多种耐药病原体引起的，临床表现缺乏敏感性和特异性，及时治疗是一个挑战。本研究旨在调查埃及ICU患者中VAP引起微生物的微生物谱、抗菌素敏感性模式以及经常分离的微生物间的遗传多样性。方法:从2016年8月至2017年8月，收集开罗两家三级医院ICU临床怀疑VAP患者的气管内吸痰标本。对ETA样品的微生物含量进行了研究。采用Kirby-Bauer法进行药敏试验。采用ERIC-PCR进行基因分型。
结果:经微生物学证实的VAP病例50例。最常分离的微生物是克雷伯氏菌，其次是铜绿假单胞菌、鲍曼不动杆菌。念珠菌是分离度最高的真菌。分别分离出嗜铜菌和嗜沙门氏气单胞菌的单个分离物。抗菌药物敏感谱显示，40%的分离株具有多药耐药(MDR)。ERIC-PCR检测结果显示肺炎克雷伯菌(最常分离的微生物)之间没有遗传相关性。
结论:革兰氏阴性菌是VAP的主要病原菌，以MDR居多。像泡梭菌和杀沙门氏菌这样的微生物应考虑作为VAP的病原体。没有常见的感染源，提示可能是内源性肺炎克雷伯菌，这是本研究中VAP的主要病原体。"
32186784,Moraxella osloensis,是,1,,,,,,治愈,https://pubmed.ncbi.nlm.nih.gov/32186784/,,,,"SPECIES:Moraxella osloensis
ID:32186784
TITLE:[MORAXELLA OSLOENSIS BACTEREMIA WITH PNEUMONIA: FIRST REPORTED CASE IN ISRAEL].
ABSTRACT:INTRODUCTION: Community acquired pneumonia (CAP), an acute infection of the pulmonary parenchyma acquired in the community, is generally treated in an outpatient setting and involves different etiological agents. In the adult community, the most common pathogen in the disease is Streptococcus pneumonia, though other multiple etiological agents (atypical) have been involved, including Mycoplasma pneumoniae, Chlamydophila pneumoniae, and Legionella pneumophila. The genus Moraxella consists of aerobic, oxidase-positive gram-negative coccobacilli. Moraxella catarrhalis is known to be a common inhabitant of the upper respiratory tract and has been implicated as an etiologic agent in multiple diseases of the respiratory tract (but not limited to), such as bronchitis, pneumonia, otitis media, and sinusitis. The species Moraxella osloensis is a gram-negative opportunistic human pathogen, which has been found to cause several human diseases and infections such as meningitis, vaginitis, sinusitis, bacteremia, endocarditis, and septic arthritis. However, due to the subject's rarity, there is a paucity of information in the medical literature regarding its clinical significance, epidemiological data and appropriate therapy. We present the first case reported in Israel of Moraxella osloensis bacteremia in a patient with multiple co-morbidities including C. difficile infection (CDI) carrier state which presented with clinical symptoms (supported by radiological features) of community-acquired pneumonia. The patient was initially treated with empiric antibiotics including a 3rd generation cephalosporin and a macrolide that were substituted with IV Augmentin (Amoxicillin-Clavulanic acid) according to the organism's sensitivity tests. Our patient showed remarkable clinical and laboratory improvement with the therapy mentioned above.
物种:莫拉克斯氏菌属osloensis
ID: 32186784
标题:[伴有肺炎的奥氏莫拉菌菌血症:以色列第一例报道病例]。
摘要:简介:社区获得性肺炎(CAP)，是在社区获得的肺实质的急性感染，通常在门诊治疗，涉及不同的病因。在成人社区，疾病最常见的病原体是肺炎链球菌，尽管其他多种病因(非典型)也涉及，包括肺炎支原体、嗜肺炎衣原体和嗜肺军团菌。莫拉菌属由需氧的、氧化酶阳性的革兰氏阴性球菌组成。卡他莫拉菌是上呼吸道的常见居民，被认为是多种呼吸道疾病(但不限于)的病原，如支气管炎、肺炎、中耳炎和鼻窦炎。osloensis莫拉菌是一种革兰氏阴性的机会性人类病原体，已发现它能引起几种人类疾病和感染，如脑膜炎、阴道炎、鼻窦炎、菌血症、心内膜炎和脓毒性关节炎。然而，由于这一课题的罕见性，在医学文献中关于它的临床意义、流行病学数据和适当治疗的信息很少。我们报告了以色列第一个报道的osloensis莫拉菌菌血症患者的多重共病，包括艰难梭菌感染(CDI)载体状态，表现为社区获得性肺炎的临床症状(由放射学特征支持)。患者最初接受经验性抗生素治疗，包括第3代头孢菌素和大环内酯，根据机体敏感性试验，用静脉奥格明(阿莫西林-克拉维酸)代替。患者在接受上述治疗后，临床和实验室均有显著改善。"
32189223,Bordetella trematum,是,1,,,,肺部肿瘤,4：气管镜活检组织培养出病原体，或者支气管肺泡灌洗液（BALF）定量培养>10**4,无法确定,https://pubmed.ncbi.nlm.nih.gov/32189223/,,,,"SPECIES:Bordetella trematum
ID:32189223
TITLE:Isolation of Bordetella trematum from the respiratory tract of a patient with lung cancer: a case report.
ABSTRACT:We report the case of isolation of Bordetella trematum from the respiratory tract of a patient with lung carcinoma. This gram-negative, opportunistic rod was firstly described in 1996. To date, only several strains of Bordetella trematum have been isolated and reported, mostly from skin and soft tissue infections. The patient was admitted to the ICU of the Pulmonary Department in incipient septic shock with respiratory failure. Intravenous fluid resuscitation and non-invasive ventilation were administered immediately. A broad spectrum antibiotic piperacillin/tazobactam was administered empirically after sampling of material for microbiological examination. The bronchoscopy showed a large cavern of decayed tumour invading into mediastinum. Both sample cultures showed significant quantities of gram-negative non-fermenting bacteria. The isolate was identified using MALDI-TOF MS as Bordetella trematum and the identification was confirmed using 16S ribosomal RNA sequencing. In the last few years, routine bacterial identification using MALDI-TOF MS has enabled correct discrimination of this species. Nevertheless, isolation of Bordetella trematum in clinical samples is still very uncommon, and it is appropriate to confirm the species identification via 16S ribosomal RNA sequencing. To our knowledge, this is the first case of B. trematum isolated from the human respiratory tract since its first description. The clinical significance of Bordetella trematum in the rapid deterioration of the patient's status remains unclear.
物种:博代氏杆菌属trematum
ID: 32189223
标题:从肺癌患者呼吸道分离波氏菌:1例报告。
摘要:我们报告一例从肺癌患者呼吸道分离到波氏杆菌的病例。这种革兰氏阴性的机会主义棒状细胞最早于1996年被发现。到目前为止，只分离和报道了几个吸波氏杆菌菌株，大多来自皮肤和软组织感染。患者因早期感染性休克合并呼吸衰竭被送入肺科ICU。立即进行静脉液体复苏和无创通气。在取样进行微生物学检查后，给予广谱抗生素哌拉西林/他唑巴坦。支气管镜检查显示一个巨大的腐化肿瘤腔隙侵入纵隔。两种样品培养均显示出大量革兰氏阴性非发酵菌。经MALDI-TOF MS鉴定为嗜波氏杆菌，16S核糖体RNA测序鉴定为嗜波氏杆菌。在过去的几年里，常规的细菌鉴定使用MALDI-TOF MS能够正确的鉴别该物种。然而，在临床标本中分离到嗜波氏杆菌的情况仍很少见，采用16S核糖体RNA测序确认种的鉴定是合适的。据我们所知，这是自首次描述吸虫以来，从人类呼吸道分离出的首例吸虫病例。嗜波氏杆菌在患者病情快速恶化中的临床意义尚不清楚。"
32223739,Ralstonia mannitolilytica,是,1,,1岁以下,受损,机械通气,3：血及无菌体液（如脓胸液）,治愈,https://pubmed.ncbi.nlm.nih.gov/32223739/, a case of neonatal sepsis and literature review.,146.0,neonatal,"SPECIES:Ralstonia mannitolilytica
ID:32223739
TITLE:Ralstonia mannitolilytica, an unusual pathogen in the Neonatal Intensive Care Unit: a case of neonatal sepsis and literature review.
ABSTRACT:
BACKGROUND: Premature infants are considered high-risk subgroup for neonatal sepsis due to yet defective immune system, interventions practised and synergy of factors favoring multiple resistance of Gram-positive and Gram-negative pathogens to antimicrobial agents. CASE PRESENTATION: We present a case of late-onset neonatal sepsis in a premature infant caused by an uncommon pathogen; a premature infant of extremely low birth weight had in his 4th week of life severe clinical deterioration with lethargy, fever, pallor, 1 mottling, abdominal distention, tachycardia, and worsening respiratory impairment. Full septic screen was performed, broad-spectrum antibiotic therapy was initiated and supportive care per needs was provided. Blood cultures (and endotracheal tube tip cultures) isolated meropenem- and gentamicin-resistant strain of rare pathogen Ralstonia mannitolilytica. Ralstonia spp are aerobic, Gram-negative, lactose nonfermenting, oxidase- and catalase-positive bacilli, thriving in water and soil. Ralstonia spp are identified only sporadically as causative agents of neonatal sepsis; to our knowledge this is the second report of neonatal sepsis due to R. mannitolilytica in the literature so far. Our patient was eventually treated (per sensitivity pattern) with intravenous ciprofloxacin, and recovered well from the infection. 
CONCLUSION: We intend to raise awareness among neonatologists with regards to early detection of unusual pathogens, emergence of antibiotic resistance patterns, and obligation for adherence to infection control policies.
物种:Ralstonia mannitolilytica
ID: 32223739
标题:甘露醇解Ralstonia，一个罕见的病原体在新生儿重症监护病房:新生儿败血症的病例和文献综述。
文摘:
背景:由于免疫系统缺陷、干预措施的实施以及多种因素的协同作用，早产儿被认为是新生儿败血症的高危亚群，有利于革兰氏阳性和革兰氏阴性病原体对抗菌药物的多重耐药性。病例介绍:我们提出一个病例晚发新生儿败血症在早产儿由一种罕见的病原体;1例极低出生体重早产儿在其出生第4周出现严重临床恶化，包括嗜睡、发热、脸色苍白、1斑、腹胀、心动过速和呼吸功能损害加重。进行了全面的脓毒症筛查，开始了广谱抗生素治疗，并根据需要提供支持性护理。血培养(和气管插管尖培养)分离出罕见致病菌甘露醇解Ralstonia美罗培南和庆大霉素耐药菌株。Ralstonia spp是一种好氧，革兰氏阴性，乳糖非发酵，氧化酶和过氧化氢酶阳性杆菌，生长在水和土壤中。Ralstonia spp仅被偶尔确认为新生儿败血症的病原体;据我们所知，这是迄今为止文献中第二个因解甘露醇菌引起新生儿败血症的报道。我们的病人最终接受静脉注射环丙沙星治疗(按敏感性模式)，并从感染中恢复良好。
结论:我们打算提高新生儿学家对早期发现异常病原体、出现抗生素耐药性模式以及遵守感染控制政策的义务的认识。"
32284666,Delftia acidovorans,是,1,女,17-65,抑制,其他,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,治愈,https://pubmed.ncbi.nlm.nih.gov/32284666/, A 52-,135.0,52,"SPECIES:Delftia acidovorans
ID:32284666
TITLE:Delftia acidovorans pneumonia with lung cavities formation.
ABSTRACT:Case Description: A 52-year-old female patient was admitted to our clinic with complaints of cough, sputum, fever and fatigue. The patient has been receiving immunosuppressive therapy for thrombocytopenic purpura for 5 years. Clinical Finding: Inspiratory crackles were heard on both hemithorax. Oxygen saturation measured with the pulse oximeter was 97%. Chest X-ray showed diffuse reticular opacities that were more prominent in the upper zones of both lungs. WBC counts were 17,600 mm3 and Platelet counts were 29,000 mm3. Thorax CT showed that there were many thin-walled cavities and millimetric nodules accompanied by ground-glass infiltrates in the upper and middle lobes. Gram staining of bronchial fluid, taken by bronchoscopy, revealed Gram-negative bacilli and intense polymorphonuclear leukocytes. The bacteria were defined as Delftia acidovorans by BD Phoenix automated system. Treatment and outcomes: The patient was hospitalized with suspicion of opportunistic pulmonary infections and cavitary lung disease. After the empirical treatment of intravenous piperacillin-tazobactam and oral clarithromycin, her clinical and radiological findings significantly regressed, and she was discharged with outpatient follow-up. Clinical Relevance: This is the first example of cavitary pneumonia due to Delftia acidovorans in an immunocompromised patient. We would like to emphasize that Delftia pneumonia should be considered in the differential diagnosis of pulmonary cavitary involvement in such patients.
物种:Delftia acidovorans
ID: 32284666
题目:德夫替亚氏肺炎伴肺腔形成。
摘要:病例描述:女性，52岁，以咳嗽、咳痰、发热、乏力等症状就诊。患者已接受免疫抑制治疗血小板减少性紫癜5年。临床表现:双侧胸腔吸气性噼啪声。用脉搏血氧仪测量的氧饱和度为97%。胸部x线片示双肺上部弥漫性网状阴影较明显。白细胞计数17600 mm3，血小板计数29000 mm3。胸部CT示上、中叶多见薄壁空腔及毫米级结节伴磨玻璃浸润。支气管镜下支气管液革兰氏染色显示革兰氏阴性杆菌和强烈的多形核白细胞。经BD Phoenix自动系统鉴定为嗜酸多夫菌。治疗和结果:患者因怀疑机会性肺部感染和空洞性肺部疾病而住院。经静脉注射哌拉西林-他唑巴坦及口服克拉霉素经验治疗后，临床及影像学表现明显退行，门诊随访出院。临床意义:这是免疫功能低下患者因嗜酸多夫胺引起的空洞性肺炎的第一例。我们想要强调的是，在这类病人的肺腔受累的鉴别诊断中应考虑到Delftia肺炎。"
32612841,Cedecea lapagei,是,1,男,17-65,,,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,治愈,https://pubmed.ncbi.nlm.nih.gov/32612841/, We report the first case of pneumonia and septic shock caused by Cedecea lapagei in a 38-,281.0,38,"SPECIES:Cedecea lapagei
ID:32612841
TITLE:First report of pneumonia and septic shock caused by Cedecea lapagei in Vietnam.
ABSTRACT:Cedecea lapagei is rarely known to cause infections in humans. We report the first case of pneumonia and septic shock caused by Cedecea lapagei in a 38-year-old man in Vietnam. Cedecea lapagei may be an emerging infectious agent in humans.
物种:Cedecea lapagei
ID: 32612841
标题:在越南的第一个由Cedecea lapagei引起的肺炎和败血性休克的报告。
摘要:鼠尾草很少引起人类感染。我们报告首例由越南38岁男子Cedecea lapagei引起的肺炎及感染性休克。拉柏草可能是一种新兴的人类感染源。"
32735431,Providencia rettgeri,是,1,女,65以上,,机械通气,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,死亡,https://pubmed.ncbi.nlm.nih.gov/32735431/, we isolated four pathogens from a geriatric female patient who was hospitalized for a month with ventilator-,565.0,geriatric,"SPECIES:Providencia rettgeri
ID:32735431
TITLE:Molecular characterization of a multidrug-resistant/pandrug-resistant nosocomial polymicrobial infection with Klebsiella pneumoniae, Providencia rettgeri, and Acinetobacter baumannii from Rural Maharashtra, India.
ABSTRACT:The emergence of resistance against commonly used antibiotics has become a serious global concern. The rapid development of antibiotic resistance exhibited by Enterobacteriaceae has caused an increasing concern regarding untreatable bacterial infections. Here, we isolated four pathogens from a geriatric female patient who was hospitalized for a month with ventilator-associated pneumonia (VAP) and fever. The organisms isolated from the tracheal aspirates and urine included Klebsiella pneumoniae, pandrug-resistant Providencia rettgeri, and Acinetobacter baumannii. Resistome analysis indicated that the bacterial isolates from the polymicrobial infection were multiple-drug resitnat and pandrug resistant clones. Molecular characterization revealed presence of blaTEM-1 in K. pneumonaie, P. rettgeri and A. baumannii. The blaTEM-1 and blaNDM-1 genes were present in P. rettgeri and A. baumannii, whereas the blaTEM-1, blaNDM-1 and blaOXA-23 traits were present in A. baumannii isolates. The patient has died due to the unavailability of effective antimicrobial treatment for this drug-resistant polymicrobial infection.
物种:Providencia rettgeri
ID: 32735431
题目:来自印度马哈拉施特拉邦农村的肺炎克雷伯氏菌、雷特格瑞普罗登西亚和鲍曼不动杆菌的多药耐药/泛药耐药医院多菌感染的分子特征。
摘要:对常用抗生素产生耐药性已成为全球关注的问题。肠杆菌科抗生素耐药性的迅速发展，已引起人们对不可治疗的细菌感染的日益关注。本研究中，我们从一位因呼吸机相关性肺炎(VAP)和发热住院一个月的老年女性患者中分离出四种病原体。从气管吸入物和尿液中分离出的微生物包括肺炎克雷伯菌、泛耐药普罗维登斯·雷特格里菌和鲍曼不动杆菌。耐药分析表明，菌株为耐多药菌株和泛耐药菌株。分子鉴定显示blatem1在肺炎克雷格氏疟原虫、鲍曼不动杆菌中存在。blatm -1和blaNDM-1基因分别在雷氏疟原虫和鲍曼不动杆菌中存在，blatm -1、blaNDM-1和blaOXA-23性状在鲍曼不动杆菌中存在。由于无法对这种耐药多菌感染进行有效的抗菌素治疗，该患者死亡。"
32739040,Shewanella algae,是,1,男,17-65,,,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,治愈,https://pubmed.ncbi.nlm.nih.gov/32739040/, A 55-,452.0,55,"SPECIES:Shewanella algae
ID:32739040
TITLE:Prolonged Brackish Water Exposure: A Case Report.
ABSTRACT:Exposure to and consumption of brackish water are associated with an elevated risk of infection, hypernatremia, and hypothermia. Minimal data exist to support the diagnosis and treatment of patients with long-term brackish water exposure. We present a case of a patient who spent 5 to 10 d semisubmerged in the Elizabeth River in coastal Virginia. A 55-y-old male presented via ambulance after 5 to 10 d of being ""stuck in the mud."" He was hypernatremic, with a sodium of 176 mEq L-1, hypothermic to 35 C (94.1 F), and hypotensive at 88/50 mm Hg, with a sodium concentration of 176 mEq L-1 and an osmolality of 412 mosm kg-1. He developed pneumonia, with respiratory cultures growing Vibrio parahemolyticus, Klebsiella oxytoca, and Shewanella algae. He had pustules, which grew Aeromonas hydrophilia and Aeromonas caviae. A nasogastric tube was placed. Using suction, 500 mL of coarse sand and gravel was removed from his stomach. Antibiotics and intravenous fluids were given. The patient fully recovered after 3 wk and was discharged to rehabilitation. Exposure to brackish water can present a unique set of infectious and metabolic complications. Initial care should include treatment of metabolic derangements, such as hypovolemia, hypernatremia, and hypothermia, and treatment of infections with antibiotics based on knowledge of the most likely causative organisms.
物种:Shewanella藻类
ID: 32739040
标题:长时间的咸水暴露:一个病例报告。
摘要:接触和饮用微咸水与感染、高钠血症和低体温的风险升高有关。很少有数据支持诊断和治疗长期接触半咸水的患者。我们提出了一个病例，病人花了5至10天半沉在伊丽莎白河在沿海的弗吉尼亚。一名55岁的男性在被“困在泥里”5到10天后被救护车送来。他高钠血症，钠浓度为176 mEq L-1，低温至35℃(94.1华氏度)，低血压为88/50 mm Hg，钠浓度为176 mEq L-1，渗透压为412 mosm kg-1。他患上了肺炎，呼吸系统培养出了副溶血性弧菌、后叶克雷伯氏菌和希瓦氏藻。他有脓疱，脓疱中有嗜水气单胞菌和豚鼠气单胞菌。放置了鼻胃管。用吸力从他的胃里取出500毫升粗砂砾。给了抗生素和静脉输液。3周后患者完全康复出院康复。接触微咸水会出现一种独特的感染和代谢并发症。初始护理应包括治疗代谢紊乱，如低血容量、高钠血症和低体温，并根据对最可能致病微生物的了解，使用抗生素治疗感染。"
32739040,Aeromonas hydrophilia,是,1,男,17-65,,,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,治愈,https://pubmed.ncbi.nlm.nih.gov/32739040/, A 55-,452.0,55,"SPECIES:Shewanella algae
ID:32739040
TITLE:Prolonged Brackish Water Exposure: A Case Report.
ABSTRACT:Exposure to and consumption of brackish water are associated with an elevated risk of infection, hypernatremia, and hypothermia. Minimal data exist to support the diagnosis and treatment of patients with long-term brackish water exposure. We present a case of a patient who spent 5 to 10 d semisubmerged in the Elizabeth River in coastal Virginia. A 55-y-old male presented via ambulance after 5 to 10 d of being ""stuck in the mud."" He was hypernatremic, with a sodium of 176 mEq L-1, hypothermic to 35 C (94.1 F), and hypotensive at 88/50 mm Hg, with a sodium concentration of 176 mEq L-1 and an osmolality of 412 mosm kg-1. He developed pneumonia, with respiratory cultures growing Vibrio parahemolyticus, Klebsiella oxytoca, and Shewanella algae. He had pustules, which grew Aeromonas hydrophilia and Aeromonas caviae. A nasogastric tube was placed. Using suction, 500 mL of coarse sand and gravel was removed from his stomach. Antibiotics and intravenous fluids were given. The patient fully recovered after 3 wk and was discharged to rehabilitation. Exposure to brackish water can present a unique set of infectious and metabolic complications. Initial care should include treatment of metabolic derangements, such as hypovolemia, hypernatremia, and hypothermia, and treatment of infections with antibiotics based on knowledge of the most likely causative organisms.
物种:Shewanella藻类
ID: 32739040
标题:长时间的咸水暴露:一个病例报告。
摘要:接触和饮用微咸水与感染、高钠血症和低体温的风险升高有关。很少有数据支持诊断和治疗长期接触半咸水的患者。我们提出了一个病例，病人花了5至10天半沉在伊丽莎白河在沿海的弗吉尼亚。一名55岁的男性在被“困在泥里”5到10天后被救护车送来。他高钠血症，钠浓度为176 mEq L-1，低温至35℃(94.1华氏度)，低血压为88/50 mm Hg，钠浓度为176 mEq L-1，渗透压为412 mosm kg-1。他患上了肺炎，呼吸系统培养出了副溶血性弧菌、后叶克雷伯氏菌和希瓦氏藻。他有脓疱，脓疱中有嗜水气单胞菌和豚鼠气单胞菌。放置了鼻胃管。用吸力从他的胃里取出500毫升粗砂砾。给了抗生素和静脉输液。3周后患者完全康复出院康复。接触微咸水会出现一种独特的感染和代谢并发症。初始护理应包括治疗代谢紊乱，如低血容量、高钠血症和低体温，并根据对最可能致病微生物的了解，使用抗生素治疗感染。"
